connectomeId,numOfEdges,edgeTypeName,neuronReceiver,neuronSender
2666,1,gap,RIGL,OLQDL
2667,1,gap,RIGL,OLQVL
2668,1,gap,RIGL,OLLL
2669,1,gap,RIGL,BAGR
2670,1,gap,RIGL,URYDL
2671,1,gap,RIGL,URYVL
2672,2,gap,RIGL,AQR
2673,3,gap,RIGL,AIBR
2674,1,gap,RIGL,RIBL
2675,3,gap,RIGL,RIGR
2676,1,gap,RIGL,AVKL
2677,1,gap,RIGL,RMEL
2678,1,gap,RIGL,VB02
2679,2,gap,RIGL,VD01
2680,1,gap,RIGR,OLQDR
2681,1,gap,RIGR,OLQVR
2682,1,gap,RIGR,OLLR
2683,1,gap,RIGR,BAGL
2684,1,gap,RIGR,URYDR
2685,1,gap,RIGR,URYVR
2686,1,gap,RIGR,AQR
2687,3,gap,RIGR,AIBL
2688,1,gap,RIGR,RIBR
2689,3,gap,RIGR,RIGL
2690,1,gap,RIGR,AVKR
2691,1,gap,RIH,OLQDR
2692,1,gap,RIH,CEPDL
2693,1,gap,RIH,CEPDR
2694,1,gap,RIH,CEPVL
2695,1,gap,RIH,CEPVR
2696,1,gap,RIH,FLPL
2697,1,gap,RIR,BAGL
2698,1,gap,RIR,BAGR
2699,1,gap,RIS,AIBR
2700,1,gap,RIS,AVJL
2701,1,gap,RIS,RIML
2702,1,gap,RIS,RIMR
2703,1,gap,RIS,SMDDL
2704,1,gap,RIS,SMDDR
2705,1,gap,RIS,SMDVL
2706,1,gap,RIS,DB01
2707,1,gap,RMGL,ADLL
2708,1,gap,RMGL,ASHL
2709,1,gap,RMGL,ASKL
2710,1,gap,RMGL,AWBL
2711,1,gap,RMGL,IL2L
2712,1,gap,RMGL,URXL
2713,3,gap,RMGL,RMHL
2714,1,gap,RMGR,ASHR
2715,1,gap,RMGR,ASKR
2716,1,gap,RMGR,AWBR
2717,1,gap,RMGR,IL2R
2718,1,gap,RMGR,URXR
2719,1,gap,RMGR,RMHR
2720,1,gap,SDQL,SDQR
2721,1,gap,SDQR,SDQL
2722,1,gap,SDQR,SIBVL
2723,1,gap,SDQR,AVAL
2724,1,gap,SDQR,AVBL
2725,2,gap,SDQR,RIVL
2726,2,gap,SDQR,RIVR
2727,1,gap,SIADL,RIBL
2728,1,gap,SIADR,RIBR
2729,1,gap,SIAVL,RIBL
2730,1,gap,SIAVR,RIBR
2731,1,gap,SIBDL,RIBL
2732,1,gap,SIBDL,SIBVL
2733,1,gap,SIBDR,AIML
2734,1,gap,SIBDR,RIBR
2735,1,gap,SIBDR,SIBVR
2736,1,gap,SIBVL,RIBL
2737,1,gap,SIBVL,SDQR
2738,1,gap,SIBVL,SIBDL
2739,1,gap,SIBVL,AVBL
2740,1,gap,SIBVL,AVBR
2741,1,gap,SIBVR,RIBL
2742,1,gap,SIBVR,RIBR
2743,1,gap,SIBVR,SIBDR
2744,1,gap,SIBVR,RMHL
2745,1,gap,URBL,OLQDL
2746,1,gap,URBL,OLQVL
2747,1,gap,URBR,OLQDR
2748,1,gap,URBR,OLQVR
2749,1,gap,URBR,RMFL
2750,23,gap,AVFL,AVFR
2751,2,gap,AVFL,AVHL
2752,3,gap,AVFL,AVHR
2753,1,gap,AVFL,PVQR
2754,23,gap,AVFR,AVFL
2755,2,gap,AVFR,AVHL
2756,1,gap,AVFR,AVHR
2757,1,gap,AVFR,VC04
2758,1,gap,AVG,RIFL
2759,1,gap,AVG,RIFR
2760,1,gap,AVHL,PHBR
2761,2,gap,AVHL,AVFL
2762,2,gap,AVHL,AVFR
2763,1,gap,AVHL,AVHR
2764,3,gap,AVHR,AVFL
2765,1,gap,AVHR,AVFR
2766,1,gap,AVHR,AVHL
2767,1,gap,AVJL,RIS
2768,4,gap,AVJL,AVJR
2769,1,gap,AVJL,PVCL
2770,3,gap,AVJL,PVCR
2771,2,gap,AVJL,AVAL
2772,2,gap,AVJL,AVDR
2773,4,gap,AVJR,AVJL
2774,1,gap,AVJR,PVCL
2775,2,gap,AVKL,AQR
2776,1,gap,AVKL,ADER
2777,1,gap,AVKL,RICL
2778,1,gap,AVKL,RICR
2779,1,gap,AVKL,RIGL
2780,2,gap,AVKL,AVKR
2781,1,gap,AVKL,PVPL
2782,1,gap,AVKL,PVPR
2783,2,gap,AVKL,PVT
2784,1,gap,AVKL,SMBDL
2785,1,gap,AVKL,SMBDR
2786,1,gap,AVKL,SMBVR
2787,4,gap,AVKL,VB01
2788,1,gap,AVKL,VB10
2789,1,gap,AVKR,AQR
2790,1,gap,AVKR,ADEL
2791,1,gap,AVKR,RICL
2792,1,gap,AVKR,RIGR
2793,2,gap,AVKR,AVKL
2794,6,gap,AVKR,PVPL
2795,1,gap,AVKR,SMBDL
2796,2,gap,AVKR,SMBDR
2797,1,gap,AVKR,SMBVR
2798,1,gap,AVL,PVM
2799,1,gap,AVL,DVB
2800,9,gap,AVL,DVC
2801,2,gap,DVA,PVR
2802,1,gap,DVA,PVCL
2803,1,gap,DVA,AVBL
2804,1,gap,DVA,AVBR
2805,1,gap,DVA,DB01
2806,1,gap,DVB,AVL
2807,7,gap,DVB,AS09
2808,1,gap,DVB,VA09
2809,1,gap,DVB,VB09
2810,1,gap,DVC,AIBL
2811,2,gap,DVC,AIBR
2812,9,gap,DVC,AVL
2813,2,gap,DVC,PVPL
2814,13,gap,DVC,PVPR
2815,1,gap,DVC,VA09
2816,5,gap,DVC,VD01
2817,4,gap,DVC,VD10
2818,1,gap,PVNL,PVQR
2819,2,gap,PVNL,AVBR
2820,1,gap,PVNR,HSNR
2821,7,gap,PVPL,AQR
2822,4,gap,PVPL,PQR
2823,3,gap,PVPL,PHAR
2824,1,gap,PVPL,AVKL
2825,6,gap,PVPL,AVKR
2826,2,gap,PVPL,DVC
2827,1,gap,PVPL,PVPR
2828,1,gap,PVPL,PVT
2829,1,gap,PVPL,AVAL
2830,1,gap,PVPL,VD03
2831,2,gap,PVPL,VD13
2832,9,gap,PVPR,AQR
2833,1,gap,PVPR,AVKL
2834,13,gap,PVPR,DVC
2835,1,gap,PVPR,PVPL
2836,1,gap,PVPR,VD04
2837,1,gap,PVPR,VD05
2838,5,gap,PVQL,ASKL
2839,1,gap,PVQL,ADAL
2840,2,gap,PVQL,PVQR
2841,4,gap,PVQR,ASKR
2842,1,gap,PVQR,ADAR
2843,1,gap,PVQR,AVFL
2844,1,gap,PVQR,PVNL
2845,2,gap,PVQR,PVQL
2846,1,gap,PVR,ALML
2847,2,gap,PVR,PLMR
2848,2,gap,PVR,DVA
2849,1,gap,PVR,LUAL
2850,1,gap,PVR,LUAR
2851,1,gap,PVT,AIBL
2852,1,gap,PVT,AIBR
2853,1,gap,PVT,RIBL
2854,1,gap,PVT,RIBR
2855,2,gap,PVT,AVKL
2856,1,gap,PVT,PVPL
2857,2,gap,PVWL,PVCR
2858,1,gap,PVWR,PVCR
2859,1,gap,RID,ALA
2860,1,gap,RID,AVBL
2861,2,gap,RID,AVBR
2862,1,gap,RID,DA09
2863,1,gap,RID,DB01
2864,2,gap,RID,PDB
2865,1,gap,PVCL,PLML
2866,1,gap,PVCL,AVJL
2867,1,gap,PVCL,AVJR
2868,1,gap,PVCL,DVA
2869,5,gap,PVCL,PVCR
2870,2,gap,PVCL,AVAL
2871,2,gap,PVCL,VB09
2872,1,gap,PVCL,VB10
2873,1,gap,PVCR,PLMR
2874,1,gap,PVCR,PDEL
2875,1,gap,PVCR,PHCR
2876,3,gap,PVCR,AVJL
2877,2,gap,PVCR,PVWL
2878,1,gap,PVCR,PVWR
2879,5,gap,PVCR,PVCL
2880,5,gap,PVCR,AVAL
2881,3,gap,PVCR,AVAR
2882,2,gap,PVCR,VA08
2883,1,gap,PVCR,VA09
2884,1,gap,AVAL,FLPL
2885,1,gap,AVAL,URYDL
2886,1,gap,AVAL,URYVR
2887,1,gap,AVAL,SDQR
2888,2,gap,AVAL,AVJL
2889,1,gap,AVAL,PVPL
2890,2,gap,AVAL,PVCL
2891,5,gap,AVAL,PVCR
2892,5,gap,AVAL,AVAR
2893,1,gap,AVAL,LUAL
2894,4,gap,AVAL,SABD
2895,1,gap,AVAL,SABVR
2896,3,gap,AVAL,RIMR
2897,2,gap,AVAL,DA01
2898,2,gap,AVAL,DA02
2899,3,gap,AVAL,DA04
2900,1,gap,AVAL,DA05
2901,10,gap,AVAL,DA06
2902,2,gap,AVAL,DA07
2903,3,gap,AVAL,DB06
2904,3,gap,AVAL,AS01
2905,2,gap,AVAL,AS03
2906,1,gap,AVAL,AS05
2907,1,gap,AVAL,AS06
2908,6,gap,AVAL,AS07
2909,4,gap,AVAL,AS08
2910,4,gap,AVAL,AS09
2911,1,gap,AVAL,AS10
2912,3,gap,AVAL,VA01
2913,4,gap,AVAL,VA02
2914,1,gap,AVAL,VA03
2915,1,gap,AVAL,VA04
2916,5,gap,AVAL,VA05
2917,6,gap,AVAL,VA06
2918,2,gap,AVAL,VA07
2919,10,gap,AVAL,VA08
2920,1,gap,AVAL,VA09
2921,1,gap,AVAL,VA10
2922,1,gap,AVAL,VA11
2923,5,gap,AVAL,VB09
2924,1,gap,AVAR,URYDR
2925,1,gap,AVAR,URYVL
2926,3,gap,AVAR,PVCR
2927,5,gap,AVAR,AVAL
2928,3,gap,AVAR,SABVL
2929,1,gap,AVAR,SABVR
2930,2,gap,AVAR,RIML
2931,1,gap,AVAR,RIMR
2932,6,gap,AVAR,DA01
2933,2,gap,AVAR,DA02
2934,2,gap,AVAR,DA03
2935,2,gap,AVAR,DA04
2936,5,gap,AVAR,DA05
2937,2,gap,AVAR,DA06
2938,1,gap,AVAR,DA08
2939,2,gap,AVAR,DB05
2940,2,gap,AVAR,AS01
2941,1,gap,AVAR,AS03
2942,1,gap,AVAR,AS05
2943,1,gap,AVAR,AS06
2944,5,gap,AVAR,AS07
2945,3,gap,AVAR,AS08
2946,1,gap,AVAR,AS09
2947,1,gap,AVAR,AS10
2948,2,gap,AVAR,VA03
2949,3,gap,AVAR,VA04
2950,3,gap,AVAR,VA05
2951,2,gap,AVAR,VA06
2952,4,gap,AVAR,VA07
2953,4,gap,AVAR,VA08
2954,1,gap,AVAR,VA10
2955,7,gap,AVAR,VA11
2956,1,gap,AVAR,VA12
2957,4,gap,AVAR,VB09
2958,1,gap,AVBL,AQR
2959,1,gap,AVBL,RIBL
2960,1,gap,AVBL,RIBR
2961,1,gap,AVBL,SDQR
2962,1,gap,AVBL,SIBVL
2963,1,gap,AVBL,DVA
2964,1,gap,AVBL,RID
2965,3,gap,AVBL,AVBR
2966,1,gap,AVBL,DB03
2967,1,gap,AVBL,DB04
2968,1,gap,AVBL,DB05
2969,2,gap,AVBL,DB06
2970,2,gap,AVBL,DB07
2971,2,gap,AVBL,AS07
2972,1,gap,AVBL,VB01
2973,3,gap,AVBL,VB02
2974,1,gap,AVBL,VB04
2975,1,gap,AVBL,VB05
2976,1,gap,AVBL,VB06
2977,2,gap,AVBL,VB07
2978,7,gap,AVBL,VB08
2979,1,gap,AVBL,VB09
2980,2,gap,AVBL,VB10
2981,2,gap,AVBL,VB11
2982,1,gap,AVBR,RIBL
2983,1,gap,AVBR,RIBR
2984,1,gap,AVBR,SIBVL
2985,1,gap,AVBR,DVA
2986,2,gap,AVBR,PVNL
2987,2,gap,AVBR,RID
2988,3,gap,AVBR,AVBL
2989,3,gap,AVBR,DB01
2990,1,gap,AVBR,DB02
2991,1,gap,AVBR,DB03
2992,1,gap,AVBR,DB04
2993,1,gap,AVBR,DB05
2994,1,gap,AVBR,DB06
2995,1,gap,AVBR,DB07
2996,1,gap,AVBR,AS06
2997,2,gap,AVBR,AS07
2998,1,gap,AVBR,DD01
2999,1,gap,AVBR,VA08
3000,1,gap,AVBR,VA09
3001,1,gap,AVBR,VB02
3002,1,gap,AVBR,VB03
3003,1,gap,AVBR,VB04
3004,2,gap,AVBR,VB06
3005,2,gap,AVBR,VB07
3006,3,gap,AVBR,VB08
3007,6,gap,AVBR,VB09
3008,1,gap,AVBR,VB10
3009,1,gap,AVBR,VB11
3010,1,gap,AVBR,VD10
3011,2,gap,AVDL,AVM
3012,1,gap,AVDL,FLPL
3013,1,gap,AVDL,FLPR
3014,2,gap,AVDL,ADAR
3015,1,gap,AVDR,ADLL
3016,1,gap,AVDR,FLPR
3017,2,gap,AVDR,ADAL
3018,2,gap,AVDR,AVJL
3019,1,gap,AVEL,AVER
3020,2,gap,AVEL,RIML
3021,3,gap,AVEL,RIMR
3022,1,gap,AVEL,RMDVR
3023,1,gap,AVEL,RMEV
3024,1,gap,AVER,AVEL
3025,3,gap,AVER,RIML
3026,2,gap,AVER,RIMR
3027,1,gap,AVER,RMDVL
3028,1,gap,AVER,RMDVR
3029,1,gap,AVER,RMEV
3030,1,gap,LUAL,PLML
3031,1,gap,LUAL,PVR
3032,1,gap,LUAL,AVAL
3033,1,gap,LUAR,PLMR
3034,1,gap,LUAR,PVR
3035,1,gap,SAADL,SMBDL
3036,1,gap,SAADR,RMDDR
3037,1,gap,SAAVL,RMDVL
3038,3,gap,SAAVL,SMBVR
3039,1,gap,SAAVR,RMDVR
3040,2,gap,SAAVR,SMBVL
3041,4,gap,SABD,AVAL
3042,3,gap,SABD,VA02
3043,2,gap,SABD,VA03
3044,1,gap,SABD,VA04
3045,3,gap,SABVL,AVAR
3046,2,gap,SABVL,DA01
3047,1,gap,SABVL,DA02
3048,1,gap,SABVR,AVAL
3049,1,gap,SABVR,AVAR
3050,3,gap,SABVR,DA01
3051,1,gap,RIML,AIBR
3052,1,gap,RIML,AIYL
3053,1,gap,RIML,RIS
3054,2,gap,RIML,AVAR
3055,2,gap,RIML,AVEL
3056,3,gap,RIML,AVER
3057,1,gap,RIMR,AIBL
3058,1,gap,RIMR,AIYR
3059,1,gap,RIMR,RIS
3060,3,gap,RIMR,AVAL
3061,1,gap,RIMR,AVAR
3062,3,gap,RIMR,AVEL
3063,2,gap,RIMR,AVER
3064,1,gap,RMDDL,OLQVL
3065,1,gap,RMDDL,RMDL
3066,1,gap,RMDDL,RMDVL
3067,1,gap,RMDDL,SMDDL
3068,1,gap,RMDDR,OLQVR
3069,1,gap,RMDDR,SAADR
3070,1,gap,RMDDR,RMDVR
3071,1,gap,RMDDR,SMDDR
3072,1,gap,RMDL,RMDDL
3073,1,gap,RMDL,RMDVL
3074,1,gap,RMDR,RMDVR
3075,1,gap,RMDVL,OLQDL
3076,1,gap,RMDVL,AVER
3077,1,gap,RMDVL,SAAVL
3078,1,gap,RMDVL,RMDDL
3079,1,gap,RMDVL,RMDL
3080,1,gap,RMDVL,RMDVR
3081,1,gap,RMDVL,SMDVL
3082,1,gap,RMDVR,OLQDR
3083,1,gap,RMDVR,AVEL
3084,1,gap,RMDVR,AVER
3085,1,gap,RMDVR,SAAVR
3086,1,gap,RMDVR,RMDDR
3087,1,gap,RMDVR,RMDR
3088,1,gap,RMDVR,RMDVL
3089,1,gap,RMDVR,SMDVR
3090,1,gap,RMED,IL1VL
3091,1,gap,RMED,RIPL
3092,1,gap,RMED,RIPR
3093,2,gap,RMED,RMEV
3094,1,gap,RMEL,RIGL
3095,1,gap,RMEL,RMEV
3096,1,gap,RMER,RMEV
3097,1,gap,RMEV,IL1DL
3098,1,gap,RMEV,IL1DR
3099,1,gap,RMEV,AVEL
3100,1,gap,RMEV,AVER
3101,2,gap,RMEV,RMED
3102,1,gap,RMEV,RMEL
3103,1,gap,RMEV,RMER
3104,1,gap,RMFL,URBR
3105,3,gap,RMHL,RMGL
3106,1,gap,RMHL,SIBVR
3107,1,gap,RMHR,RMGR
3108,1,gap,RIVL,AIBL
3109,2,gap,RIVL,SDQR
3110,2,gap,RIVL,RIVR
3111,1,gap,RIVL,SMDVL
3112,1,gap,RIVR,AIBR
3113,2,gap,RIVR,SDQR
3114,2,gap,RIVR,RIVL
3115,2,gap,RIVR,SMDVR
3116,1,gap,SMBDL,RIBL
3117,1,gap,SMBDL,AVKL
3118,1,gap,SMBDL,AVKR
3119,1,gap,SMBDL,SAADL
3120,1,gap,SMBDR,ALNL
3121,1,gap,SMBDR,RIBR
3122,1,gap,SMBDR,AVKL
3123,2,gap,SMBDR,AVKR
3124,2,gap,SMBVL,SAAVR
3125,1,gap,SMBVR,AVKL
3126,1,gap,SMBVR,AVKR
3127,3,gap,SMBVR,SAAVL
3128,1,gap,SMDDL,RIBL
3129,1,gap,SMDDL,RIBR
3130,1,gap,SMDDL,RIS
3131,1,gap,SMDDL,RMDDL
3132,1,gap,SMDDR,RIBR
3133,1,gap,SMDDR,RIS
3134,1,gap,SMDDR,RMDDR
3135,1,gap,SMDDR,VD01
3136,2,gap,SMDVL,RIBR
3137,1,gap,SMDVL,RIS
3138,1,gap,SMDVL,RMDVL
3139,1,gap,SMDVL,RIVL
3140,1,gap,SMDVL,SMDVR
3141,2,gap,SMDVR,RIBL
3142,1,gap,SMDVR,RMDVR
3143,2,gap,SMDVR,RIVR
3144,1,gap,SMDVR,SMDVL
3145,1,gap,SMDVR,VB01
3146,2,gap,DA01,AVAL
3147,6,gap,DA01,AVAR
3148,2,gap,DA01,SABVL
3149,3,gap,DA01,SABVR
3150,1,gap,DA01,DA04
3151,2,gap,DA02,AVAL
3152,2,gap,DA02,AVAR
3153,1,gap,DA02,SABVL
3154,1,gap,DA02,AS02
3155,1,gap,DA02,AS03
3156,2,gap,DA02,VA01
3157,2,gap,DA03,AVAR
3158,1,gap,DA03,AS04
3159,3,gap,DA04,AVAL
3160,2,gap,DA04,AVAR
3161,1,gap,DA04,DA01
3162,1,gap,DA04,DB03
3163,1,gap,DA04,VB06
3164,1,gap,DA05,AVAL
3165,5,gap,DA05,AVAR
3166,2,gap,DA05,AS06
3167,1,gap,DA05,VA04
3168,2,gap,DA05,VA05
3169,10,gap,DA06,AVAL
3170,2,gap,DA06,AVAR
3171,2,gap,DA07,AVAL
3172,1,gap,DA08,AVAR
3173,1,gap,DA08,DA09
3174,1,gap,DA09,PHCL
3175,1,gap,DA09,RID
3176,1,gap,DA09,DA08
3177,1,gap,DA09,PDA
3178,1,gap,PDA,DA09
3179,1,gap,DB01,AIBR
3180,1,gap,DB01,RIS
3181,1,gap,DB01,DVA
3182,1,gap,DB01,RID
3183,3,gap,DB01,AVBR
3184,1,gap,DB01,DB02
3185,1,gap,DB01,DB04
3186,1,gap,DB01,VB03
3187,1,gap,DB01,VB04
3188,1,gap,DB02,AVBR
3189,1,gap,DB02,DB01
3190,6,gap,DB02,DB03
3191,2,gap,DB02,VB01
3192,1,gap,DB03,AVBL
3193,1,gap,DB03,AVBR
3194,1,gap,DB03,DA04
3195,6,gap,DB03,DB02
3196,1,gap,DB03,DB04
3197,1,gap,DB04,AVBL
3198,1,gap,DB04,AVBR
3199,1,gap,DB04,DB01
3200,1,gap,DB04,DB03
3201,1,gap,DB04,VB02
3202,1,gap,DB04,VB04
3203,2,gap,DB05,AVAR
3204,1,gap,DB05,AVBL
3205,1,gap,DB05,AVBR
3206,3,gap,DB06,AVAL
3207,2,gap,DB06,AVBL
3208,1,gap,DB06,AVBR
3209,2,gap,DB07,AVBL
3210,1,gap,DB07,AVBR
3211,3,gap,AS01,AVAL
3212,2,gap,AS01,AVAR
3213,1,gap,AS01,VA03
3214,1,gap,AS01,VD02
3215,1,gap,AS02,DA02
3216,2,gap,AS02,VA04
3217,2,gap,AS03,AVAL
3218,1,gap,AS03,AVAR
3219,1,gap,AS03,DA02
3220,2,gap,AS03,VA05
3221,1,gap,AS04,DA03
3222,1,gap,AS05,AVAL
3223,1,gap,AS05,AVAR
3224,1,gap,AS05,VA07
3225,1,gap,AS06,AVAL
3226,1,gap,AS06,AVAR
3227,1,gap,AS06,AVBR
3228,2,gap,AS06,DA05
3229,1,gap,AS06,VA08
3230,6,gap,AS07,AVAL
3231,5,gap,AS07,AVAR
3232,2,gap,AS07,AVBL
3233,2,gap,AS07,AVBR
3234,4,gap,AS08,AVAL
3235,3,gap,AS08,AVAR
3236,7,gap,AS09,DVB
3237,4,gap,AS09,AVAL
3238,1,gap,AS09,AVAR
3239,1,gap,AS10,AVAL
3240,1,gap,AS10,AVAR
3241,2,gap,AS11,PDB
3242,2,gap,PDB,RID
3243,2,gap,PDB,AS11
3244,1,gap,DD01,AVBR
3245,1,gap,DD01,DD02
3246,4,gap,DD01,VD01
3247,2,gap,DD01,VD02
3248,1,gap,DD02,DD01
3249,2,gap,DD02,DD03
3250,2,gap,DD02,VD04
3251,2,gap,DD03,DD02
3252,1,gap,DD03,DD04
3253,1,gap,DD04,DD03
3254,1,gap,DD04,VD08
3255,1,gap,DD04,VC03
3256,1,gap,DD05,VD10
3257,3,gap,VA01,AVAL
3258,2,gap,VA01,DA02
3259,4,gap,VA02,AVAL
3260,3,gap,VA02,SABD
3261,1,gap,VA02,VD01
3262,3,gap,VA02,VD02
3263,1,gap,VA03,AVAL
3264,2,gap,VA03,AVAR
3265,2,gap,VA03,SABD
3266,1,gap,VA03,AS01
3267,1,gap,VA04,AVAL
3268,3,gap,VA04,AVAR
3269,1,gap,VA04,SABD
3270,1,gap,VA04,DA05
3271,2,gap,VA04,AS02
3272,5,gap,VA05,AVAL
3273,3,gap,VA05,AVAR
3274,2,gap,VA05,DA05
3275,2,gap,VA05,AS03
3276,6,gap,VA06,AVAL
3277,2,gap,VA06,AVAR
3278,2,gap,VA07,AVAL
3279,4,gap,VA07,AVAR
3280,1,gap,VA07,AS05
3281,1,gap,VA07,VB03
3282,1,gap,VA08,PDER
3283,2,gap,VA08,PVCR
3284,10,gap,VA08,AVAL
3285,4,gap,VA08,AVAR
3286,1,gap,VA08,AVBR
3287,1,gap,VA08,AS06
3288,1,gap,VA08,VA08
3289,3,gap,VA08,VB08
3290,3,gap,VA08,VB09
3291,1,gap,VA08,VD08
3292,1,gap,VA09,DVB
3293,1,gap,VA09,DVC
3294,1,gap,VA09,PVCR
3295,1,gap,VA09,AVAL
3296,1,gap,VA09,AVBR
3297,1,gap,VA09,VB08
3298,4,gap,VA09,VB09
3299,1,gap,VA09,VD07
3300,1,gap,VA10,AVAL
3301,1,gap,VA10,AVAR
3302,1,gap,VA11,AVAL
3303,7,gap,VA11,AVAR
3304,1,gap,VA12,PHCL
3305,1,gap,VA12,PHCR
3306,1,gap,VA12,AVAR
3307,1,gap,VA12,VB11
3308,4,gap,VB01,AVKL
3309,1,gap,VB01,AVBL
3310,1,gap,VB01,SMDVR
3311,2,gap,VB01,DB02
3312,4,gap,VB01,VB02
3313,1,gap,VB02,RIGL
3314,3,gap,VB02,AVBL
3315,1,gap,VB02,AVBR
3316,1,gap,VB02,DB04
3317,4,gap,VB02,VB01
3318,1,gap,VB02,VB03
3319,1,gap,VB02,VB05
3320,2,gap,VB02,VB07
3321,1,gap,VB03,AVBR
3322,1,gap,VB03,DB01
3323,1,gap,VB03,VA07
3324,1,gap,VB03,VB02
3325,1,gap,VB04,AVBL
3326,1,gap,VB04,AVBR
3327,1,gap,VB04,DB01
3328,1,gap,VB04,DB04
3329,1,gap,VB04,VB05
3330,1,gap,VB05,AVBL
3331,1,gap,VB05,VB02
3332,1,gap,VB05,VB04
3333,1,gap,VB05,VB06
3334,1,gap,VB06,AVBL
3335,2,gap,VB06,AVBR
3336,1,gap,VB06,DA04
3337,1,gap,VB06,VB05
3338,2,gap,VB07,AVBL
3339,2,gap,VB07,AVBR
3340,2,gap,VB07,VB02
3341,7,gap,VB08,AVBL
3342,3,gap,VB08,AVBR
3343,3,gap,VB08,VA08
3344,1,gap,VB08,VA09
3345,3,gap,VB08,VB09
3346,1,gap,VB09,DVB
3347,2,gap,VB09,PVCL
3348,5,gap,VB09,AVAL
3349,4,gap,VB09,AVAR
3350,1,gap,VB09,AVBL
3351,6,gap,VB09,AVBR
3352,3,gap,VB09,VA08
3353,4,gap,VB09,VA09
3354,3,gap,VB09,VB08
3355,1,gap,VB10,AVKL
3356,1,gap,VB10,PVCL
3357,2,gap,VB10,AVBL
3358,1,gap,VB10,AVBR
3359,2,gap,VB11,AVBL
3360,1,gap,VB11,AVBR
3361,1,gap,VB11,VA12
3362,1,gap,VD01,RIFL
3363,2,gap,VD01,RIGL
3364,5,gap,VD01,DVC
3365,1,gap,VD01,SMDDR
3366,4,gap,VD01,DD01
3367,1,gap,VD01,VA02
3368,7,gap,VD01,VD02
3369,1,gap,VD01,VC01
3370,1,gap,VD02,AS01
3371,2,gap,VD02,DD01
3372,3,gap,VD02,VA02
3373,7,gap,VD02,VD01
3374,2,gap,VD02,VD03
3375,1,gap,VD03,PVPL
3376,2,gap,VD03,VD02
3377,1,gap,VD03,VD04
3378,1,gap,VD04,PVPR
3379,2,gap,VD04,DD02
3380,1,gap,VD04,VD03
3381,1,gap,VD04,VD05
3382,1,gap,VD05,PVPR
3383,1,gap,VD05,VD04
3384,2,gap,VD05,VD06
3385,2,gap,VD06,VD05
3386,1,gap,VD06,VD07
3387,1,gap,VD07,VA09
3388,1,gap,VD07,VD06
3389,1,gap,VD08,DD04
3390,1,gap,VD08,VA08
3391,1,gap,VD09,PDER
3392,5,gap,VD09,VD10
3393,4,gap,VD10,DVC
3394,1,gap,VD10,AVBR
3395,1,gap,VD10,DD05
3396,5,gap,VD10,VD09
3397,2,gap,VD13,PVPL
3398,1,gap,HSNL,HSNR
3399,1,gap,HSNR,PVNR
3400,1,gap,HSNR,HSNL
3401,1,gap,VC01,VD01
3402,6,gap,VC01,VC02
3403,2,gap,VC01,VC03
3404,6,gap,VC02,VC01
3405,2,gap,VC02,VC03
3406,1,gap,VC03,DD04
3407,2,gap,VC03,VC01
3408,2,gap,VC03,VC02
3409,1,gap,VC03,VC04
3410,2,gap,VC03,VC05
3411,1,gap,VC04,AVFR
3412,1,gap,VC04,VC03
3413,1,gap,VC04,VC05
3414,2,gap,VC05,VC03
3415,1,gap,VC05,VC04
